"PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"213013_at",-1.21419491108371,9.08797783076596,-3.67253860553507,0.000622066174234522,0.00268494832225481,-0.992216204406848,"MAPK8IP1","mitogen-activated protein kinase 8 interacting protein 1"
"213013_at",-1.21419491108371,9.08797783076596,-3.67253860553507,0.000622066174234522,0.00268494832225481,-0.992216204406848,"MAPK8IP1P2","mitogen-activated protein kinase 8 interacting protein 1 pseudogene 2"
"243053_x_at",-0.372900866787331,3.316984664,-3.67141504132636,0.000624182899982489,0.00269353219447138,-0.995443007722384,"LOC100128079","uncharacterized LOC100128079"
"225574_at",0.754164624667418,9.93940777423404,3.67133496892864,0.000624334015221622,0.00269363210092542,-0.995672949967771,"RWDD4","RWD domain containing 4"
"208025_s_at",3.16549476585747,4.09920341304255,3.67112726097814,0.000624726172243442,0.00269477170609108,-0.99626940788569,"HMGA2","high mobility group AT-hook 2"
"219034_at",0.686039655893664,6.55731789046809,3.67100552697047,0.000624956118579431,0.00269521128787073,-0.996618972948909,"PARP16","poly(ADP-ribose) polymerase family member 16"
"238494_at",-0.872939517567874,8.89444499989362,-3.67009051948442,0.000626687102125422,0.00270156942448088,-0.999246259394207,"TRAF3IP1","TRAF3 interacting protein 1"
"240545_at",-0.94773099687783,2.96413685519149,-3.67013268999395,0.000626607224113166,0.00270156942448088,-0.99912518186077,NA,NA
"229220_x_at",0.598720082180995,8.74435865442553,3.66933114379906,0.000628127161594214,0.00270722292210447,-1.0014264056319,"NOM1","nucleolar protein with MIF4G domain 1"
"236726_at",-1.19945350267421,3.5740904077234,-3.6685195648546,0.000629669730914218,0.00271331583126802,-1.00375615482402,"RGS6","regulator of G protein signaling 6"
"212717_at",-0.943887853386876,9.23132629108511,-3.66840991688382,0.000629878417731271,0.00271365957700435,-1.00407089294624,"PLEKHM1","pleckstrin homology and RUN domain containing M1"
"242417_at",1.07429695638461,3.69009914334043,3.66831885291592,0.000630051785147397,0.00271385104918205,-1.00433228288054,"PLEKHA7","pleckstrin homology domain containing A7"
"229891_x_at",-1.37460567811086,8.34557867991489,-3.66822439355221,0.000630231665131175,0.00271407048915942,-1.00460341522745,"GPALPP1","GPALPP motifs containing 1"
"201690_s_at",-1.07133734923529,11.5600629126809,-3.66804508508674,0.000630573259849585,0.0027149861157361,-1.00511808456814,"TPD52","tumor protein D52"
"210021_s_at",-0.795571988789592,2.62849976512766,-3.66778733479661,0.000631064603043134,0.0027165459906049,-1.00585788161676,"CCNO","cyclin O"
"212890_at",0.886802566083707,7.93980322170213,3.66750374810155,0.000631605622344156,0.00271784438440988,-1.00667180186086,"SLC38A10","solute carrier family 38 member 10"
"217225_x_at",-0.575651228054303,11.9208605012766,-3.66749388199416,0.000631624452661906,0.00271784438440988,-1.00670011789236,"NOMO2","NODAL modulator 2"
"217225_x_at",-0.575651228054303,11.9208605012766,-3.66749388199416,0.000631624452661906,0.00271784438440988,-1.00670011789236,"NOMO1","NODAL modulator 1"
"217225_x_at",-0.575651228054303,11.9208605012766,-3.66749388199416,0.000631624452661906,0.00271784438440988,-1.00670011789236,"NOMO3","NODAL modulator 3"
"217225_x_at",-0.575651228054303,11.9208605012766,-3.66749388199416,0.000631624452661906,0.00271784438440988,-1.00670011789236,"LOC102723728","nodal modulator 3-like"
"218059_at",0.600086699977371,11.4489232911702,3.66696200342434,0.000632640387147918,0.00272165954413727,-1.00822656440137,"ZNF706","zinc finger protein 706"
"1554667_s_at",0.958001053561088,8.3018034893617,3.66673178512472,0.000633080610627263,0.00272244062384145,-1.00888723409779,"METTL8","methyltransferase 8, tRNA N3-cytidine"
"203860_at",-0.86310337219005,8.63778436308511,-3.66677914454264,0.000632990025912619,0.00272244062384145,-1.00875132610168,"PCCA","propionyl-CoA carboxylase subunit alpha"
"223086_x_at",0.576246903144792,12.295954397234,3.66647658099821,0.000633568955795812,0.00272398417473485,-1.00961958057253,"MRPL51","mitochondrial ribosomal protein L51"
"203325_s_at",2.43834197738688,7.37608059559575,3.66523179556591,0.000635956101430163,0.00273368918421583,-1.01319128118081,"COL5A1","collagen type V alpha 1 chain"
"230093_at",-2.65746257772851,6.50016540376596,-3.66503267833505,0.000636338752215615,0.00273477556842358,-1.01376255304146,"RSPH1","radial spoke head component 1"
"222242_s_at",-0.343666975450227,2.19047321508511,-3.66484957770456,0.000636690818437824,0.00273573009351219,-1.01428785799807,"KLK5","kallikrein related peptidase 5"
"226488_at",1.08589669430995,7.25261241380851,3.66412494401196,0.000638085981153606,0.00274116528638437,-1.01636664931365,"RCCD1","RCC1 domain containing 1"
"206247_at",2.15658194347737,5.95238917670213,3.66325949721771,0.000639756103094684,0.00274777922263683,-1.01884910451937,"MICB","MHC class I polypeptide-related sequence B"
"205681_at",2.37238522899547,5.62560379168085,3.66281494610897,0.00064061561990857,0.0027503485211249,-1.02012413463669,"BCL2A1","BCL2 related protein A1"
"216548_x_at",1.28269279778959,4.21152412295745,3.66284695448177,0.000640553696333357,0.0027503485211249,-1.02003233329743,"HMGB3P1","high mobility group box 3 pseudogene 1"
"205417_s_at",0.619560229599545,10.2560546375957,3.66254357709406,0.000641140842894632,0.00275204215802039,-1.0209024146508,"DAG1","dystroglycan 1"
"52159_at",0.887764551628958,7.39856068244681,3.66100757013052,0.000644121520145507,0.00276427278268357,-1.02530705442747,"HEMK1","HemK methyltransferase 1, mitochondrial release factors N(5)-glutamine"
"224960_at",0.795137082171948,10.3874845545745,3.66014941420043,0.000645792591264925,0.002770879340833,-1.02776745604397,"SCYL2","SCY1 like pseudokinase 2"
"204007_at",1.54095795400905,5.18034351165957,3.65985029851628,0.000646376031338399,0.00277281749738604,-1.02862497067711,"FCGR3B","Fc gamma receptor IIIb"
"202576_s_at",0.937393927656103,7.0142195926383,3.65905032618151,0.000647938904998904,0.00277895557258087,-1.03091816970329,"DDX19B","DEAD-box helicase 19B"
"202576_s_at",0.937393927656103,7.0142195926383,3.65905032618151,0.000647938904998904,0.00277895557258087,-1.03091816970329,"DDX19A","DEAD-box helicase 19A"
"213179_at",0.887096626733036,8.56332351004255,3.65864746402079,0.000648727333470809,0.00278177029324924,-1.03207290998046,"CNOT9","CCR4-NOT transcription complex subunit 9"
"1556316_s_at",-0.394719118475114,1.48099993780851,-3.65663970056748,0.000652670415479573,0.00279810840037577,-1.03782680961485,"MIF-AS1","MIF antisense RNA 1"
"217220_at",-1.36882794572172,3.55249734195745,-3.65632471723266,0.000653291100984836,0.00280019907874787,-1.03872934038306,"LOC100287387","uncharacterized LOC100287387"
"214220_s_at",1.01786237679864,8.26901407493617,3.6559768447704,0.000653977254135663,0.00280256946245027,-1.03972605996609,"ALMS1","ALMS1 centrosome and basal body associated protein"
"201310_s_at",-0.912385293823531,12.3635851659574,-3.65543928081145,0.000655038920712391,0.00280654778770524,-1.04126617924525,"NREP","neuronal regeneration related protein"
"1557567_a_at",0.663848320744342,3.09894214457447,3.65534496973956,0.000655225351694713,0.00280677526519612,-1.04153636745281,"LOC100507634","uncharacterized LOC100507634"
"210277_at",-1.13151824139819,7.58538782289362,-3.65510699596019,0.000655695996770961,0.00280821988444125,-1.04221811256468,"AP4S1","adaptor related protein complex 4 subunit sigma 1"
"225413_at",-0.579160712352943,13.5704681861702,-3.65470167900438,0.000656498346658545,0.00281108425491505,-1.04337920505294,"ATP5MK","ATP synthase membrane subunit k"
"226689_at",-0.791141252927607,9.60403409976596,-3.65426509550525,0.000657363644912609,0.00281421694639219,-1.04462978662747,"CISD2","CDGSH iron sulfur domain 2"
"220455_at",-0.879136173104072,3.23638348706383,-3.65391401544148,0.000658060271443741,0.00281662641600056,-1.04563538670152,"SLC16A8","solute carrier family 16 member 8"
"202678_at",0.6453093581086,10.5766147951915,3.65360360434301,0.000658676791275338,0.00281824582435319,-1.04652445450106,"GTF2A2","general transcription factor IIA subunit 2"
"226807_at",-0.648106581436654,9.54824800831915,-3.65358871000436,0.000658706387449771,0.00281824582435319,-1.04656711326782,"ZFP1","ZFP1 zinc finger protein"
"1553172_at",0.632974832597283,8.42621967387234,3.65330789955355,0.00065926461796346,0.00282006100551328,-1.0473713626399,"ZNF777","zinc finger protein 777"
"231865_at",0.878529244144794,4.54007657402128,3.65307896235349,0.000659720064274815,0.00282143587017165,-1.04802702049115,"NCKAP5L","NCK associated protein 5 like"
"223735_at",-1.37297864587783,5.95982303534043,-3.65253508554251,0.000660803260924905,0.00282549434135065,-1.04958455014084,"ARL6","ARF like GTPase 6"
"225462_at",0.824436794147056,10.7599338201277,3.65214674554857,0.000661577731568526,0.00282823136667698,-1.05069658292923,"TMEM128","transmembrane protein 128"
"209667_at",-0.540824583515839,10.0249424745957,-3.65188298997441,0.000662104238910607,0.00282943537552811,-1.05145182454776,"CES2","carboxylesterase 2"
"224448_s_at",0.69764304576244,9.77942148038298,3.65187099019252,0.00066212820236824,0.00282943537552811,-1.05148618419144,"UQCC2","ubiquinol-cytochrome c reductase complex assembly factor 2"
"201437_s_at",1.08112975950679,11.5805074264255,3.65165959079118,0.000662550501634273,0.00283066532563455,-1.05209148574095,"EIF4E","eukaryotic translation initiation factor 4E"
"212738_at",1.07720613710181,7.95708277312766,3.65145562695995,0.000662958192369346,0.00283183237609065,-1.05267547879545,"ARHGAP19","Rho GTPase activating protein 19"
"236283_x_at",0.90253640697285,8.067811818,3.6502579191987,0.000665357079478723,0.00284150264212358,-1.05610441791173,"LOC646214","p21 (RAC1) activated kinase 2 pseudogene"
"224588_at",5.41203897475791,6.60347531244681,3.65017474305895,0.000665523981870975,0.00284163890839433,-1.05634252151972,"XIST","X inactive specific transcript"
"223619_x_at",0.866957776886877,8.43232752421277,3.64992466375133,0.000666026036541514,0.00284320585463372,-1.05705839145377,"PECR","peroxisomal trans-2-enoyl-CoA reductase"
"224687_at",0.736942283733027,10.7753705553617,3.649029279257,0.000667826576607053,0.00285031416009296,-1.0596212735478,"ANKIB1","ankyrin repeat and IBR domain containing 1"
"202146_at",0.931721044076918,11.2306960789787,3.64863756268494,0.000668615752609001,0.00285310391088982,-1.06074238572243,"IFRD1","interferon related developmental regulator 1"
"219382_at",1.2100373657828,7.01195639842553,3.64819914348236,0.000669500080053356,0.00285629847691997,-1.0619970849646,"SERTAD3","SERTA domain containing 3"
"209142_s_at",-0.691566906095026,11.1011533434468,-3.64787912851337,0.00067014628509077,0.00285847604886742,-1.06291287441542,"UBE2G1","ubiquitin conjugating enzyme E2 G1"
"204359_at",-2.27695495159729,8.97921253138298,-3.64715368387023,0.000671613390104005,0.00286347500480639,-1.06498872231675,"FLRT2","fibronectin leucine rich transmembrane protein 2"
"222602_at",0.76644202706108,10.4608182624468,3.64715881248387,0.000671603007427003,0.00286347500480639,-1.06497404766715,"UBA6","ubiquitin like modifier activating enzyme 6"
"227964_at",0.972978408253393,9.12484010478723,3.64709789346344,0.000671726345545556,0.00286347500480639,-1.06514835628045,"FRMD8","FERM domain containing 8"
"221045_s_at",-1.41815575264254,7.57835938506383,-3.64602030404638,0.000673911655605835,0.00287220902014635,-1.06823141719294,"PER3","period circadian regulator 3"
"200833_s_at",0.654145596515832,11.8051008104255,3.64505349021921,0.000675878122502037,0.00287996055565084,-1.07099711612901,"RAP1B","RAP1B, member of RAS oncogene family"
"204641_at",2.46472068465837,7.97129824453191,3.64499167337461,0.000676004043015239,0.00287996055565084,-1.07117393771788,"NEK2","NIMA related kinase 2"
"226722_at",1.27861642828959,10.5806069719149,3.64488860592365,0.000676214040809908,0.00288027227014338,-1.07146874934303,"FAM20C","FAM20C golgi associated secretory pathway kinase"
"223469_at",1.0943743093733,7.32638455085106,3.6432585830254,0.000679543514349594,0.00289386829396297,-1.07613061915396,"PGPEP1","pyroglutamyl-peptidase I"
"1570255_s_at",2.33875620008371,5.77414741206383,3.64307940078985,0.000679910468973397,0.00289484534221076,-1.07664301103499,"ANKRD20A12P","ankyrin repeat domain 20 family member A12, pseudogene"
"1570255_s_at",2.33875620008371,5.77414741206383,3.64307940078985,0.000679910468973397,0.00289484534221076,-1.07664301103499,"ANKRD20A1","ankyrin repeat domain 20 family member A1"
"1570255_s_at",2.33875620008371,5.77414741206383,3.64307940078985,0.000679910468973397,0.00289484534221076,-1.07664301103499,"ANKRD20A3P","ankyrin repeat domain 20 family member A3, pseudogene"
"1570255_s_at",2.33875620008371,5.77414741206383,3.64307940078985,0.000679910468973397,0.00289484534221076,-1.07664301103499,"ANKRD20A2P","ankyrin repeat domain 20 family member A2, pseudogene"
"1570255_s_at",2.33875620008371,5.77414741206383,3.64307940078985,0.000679910468973397,0.00289484534221076,-1.07664301103499,"ANKRD20A4P","ankyrin repeat domain 20 family member A4, pseudogene"
"1570255_s_at",2.33875620008371,5.77414741206383,3.64307940078985,0.000679910468973397,0.00289484534221076,-1.07664301103499,"ANKRD20A8P","ankyrin repeat domain 20 family member A8, pseudogene"
"1570255_s_at",2.33875620008371,5.77414741206383,3.64307940078985,0.000679910468973397,0.00289484534221076,-1.07664301103499,"ANKRD20A21P","ankyrin repeat domain 20 family member A21, pseudogene"
"205269_at",1.76180195895928,7.98073432906383,3.64299250867121,0.000680088487351892,0.0028948778133823,-1.07689148390336,"LCP2","lymphocyte cytosolic protein 2"
"205387_s_at",-0.494821857513576,2.62347893895745,-3.64294143553148,0.000680193143229875,0.0028948778133823,-1.07703752888273,"CGB3","chorionic gonadotropin subunit beta 3"
"205387_s_at",-0.494821857513576,2.62347893895745,-3.64294143553148,0.000680193143229875,0.0028948778133823,-1.07703752888273,"CGB5","chorionic gonadotropin subunit beta 5"
"205387_s_at",-0.494821857513576,2.62347893895745,-3.64294143553148,0.000680193143229875,0.0028948778133823,-1.07703752888273,"CGB7","chorionic gonadotropin subunit beta 7"
"211963_s_at",0.623018678642536,12.6464553240426,3.6428242945127,0.000680433239642192,0.00289531427015729,-1.07737249244724,"ARPC5","actin related protein 2/3 complex subunit 5"
"203525_s_at",-1.06944281202489,11.9450335451915,-3.64271488741227,0.000680657557787297,0.00289568342591403,-1.07768533561187,"APC","APC regulator of Wnt signaling pathway"
"215792_s_at",-0.839718904866518,8.19132017225532,-3.64222092044733,0.000681671225497174,0.00289940983970812,-1.07909774087847,"DNAJC11","DnaJ heat shock protein family (Hsp40) member C11"
"212068_s_at",-0.584964328617653,11.1938868654681,-3.64159600039851,0.000682955697188565,0.00290428634865036,-1.08088443112566,"PRRC2B","proline rich coiled-coil 2B"
"201505_at",1.6167962899638,10.0785958522979,3.64058375341508,0.000685041216623531,0.00291256667540403,-1.08377815909724,"LAMB1","laminin subunit beta 1"
"228994_at",-0.580128721753394,2.77374035512766,-3.63977702041649,0.000686707692628001,0.00291906238485852,-1.08608406431547,"CCDC24","coiled-coil domain containing 24"
"226731_at",1.6795495599819,6.51248943278723,3.63959634738355,0.00068708144339684,0.00292006145437179,-1.08660044811577,"ITGA1","integrin subunit alpha 1"
"220127_s_at",0.661488139990944,8.90486619385106,3.63876982828724,0.000688793719194012,0.00292674763605853,-1.08896255284967,"FBXL12","F-box and leucine rich repeat protein 12"
"227106_at",1.38809628119683,6.46109675714894,3.63819470679478,0.000689987596690481,0.0029312288416417,-1.09060601570535,"TMEM198B","transmembrane protein 198B (pseudogene)"
"33197_at",1.17253018700679,4.65774167661702,3.6374178182975,0.000691603469096848,0.00293750061026809,-1.09282581971582,"MYO7A","myosin VIIA"
"228494_at",-2.0742184664095,10.2718836215532,-3.63691444672506,0.000692652383581434,0.00294136225022981,-1.09426396449255,"PPP1R9A","protein phosphatase 1 regulatory subunit 9A"
"223294_at",0.772590873490946,9.52473820504255,3.63633359211589,0.000693864652288946,0.00294591587952447,-1.0959233441637,"PBDC1","polysaccharide biosynthesis domain containing 1"
"202420_s_at",0.609654994556557,9.86878825072341,3.63574837724777,0.000695088079465326,0.00295051503785947,-1.09759503275608,"DHX9","DExH-box helicase 9"
"211285_s_at",-0.541837654816746,11.6557718986596,-3.63563589499177,0.00069532346744546,0.00295091915115462,-1.09791632565312,"UBE3A","ubiquitin protein ligase E3A"
"226433_at",-1.27897747523304,10.4092990805745,-3.63550581373615,0.000695595779643505,0.00295147977454057,-1.09828788129179,"RNF157","ring finger protein 157"
"209524_at",-0.747314097095019,11.7063851182553,-3.63433710345512,0.000698046952012975,0.0029609880357339,-1.10162578122536,"HDGFL3","HDGF like 3"
"221208_s_at",1.11247633436651,9.01594833091489,3.63430329307298,0.000698117986762345,0.0029609880357339,-1.10172233671979,"MSANTD2","Myb/SANT DNA binding domain containing 2"
"205008_s_at",0.894768988599547,7.63016891795745,3.63394857442396,0.000698863659740774,0.00296355276168654,-1.10273531038917,"CIB2","calcium and integrin binding family member 2"
"211282_x_at",-1.6398142447353,3.64584482142553,-3.63388173595907,0.000699004249965495,0.00296355276168654,-1.10292617558241,"TNFRSF25","TNF receptor superfamily member 25"
"227198_at",-1.80779857375113,8.84102260868085,-3.63208532866464,0.000702793052524956,0.00297901606034038,-1.10805530632065,"AFF3","ALF transcription elongation factor 3"
"217740_x_at",0.450527385542983,13.3987972555319,3.63139192626199,0.000704260770743818,0.00298463644537092,-1.1100347462523,"RPL7A","ribosomal protein L7a"
"226849_at",-1.30650198730996,7.95537245748936,-3.63121961577693,0.000704625954564712,0.00298558299991691,-1.11052660474174,"DENND1A","DENN domain containing 1A"
"203942_s_at",-0.724326039452492,5.01895324374468,-3.63014230969624,0.000706913249512434,0.00299467174526801,-1.11360147217744,"MARK2","microtubule affinity regulating kinase 2"
"226770_at",-1.35269699134163,8.14338187138298,-3.63005105837702,0.000707107317658938,0.00299489115426975,-1.11386190032188,"MAGI3","membrane associated guanylate kinase, WW and PDZ domain containing 3"
"217940_s_at",-0.772473944420815,10.3534938930213,-3.62972441938514,0.000707802413961741,0.0029972321090112,-1.11479408725649,"NAXD","NAD(P)HX dehydratase"
"203211_s_at",0.65069192852488,10.041745102766,3.62793067248179,0.000711631251783303,0.00301283947104556,-1.11991239270091,"MTMR2","myotubularin related protein 2"
"217850_at",0.711853110192303,10.231036662383,3.62750889888653,0.000712534428104949,0.00301605664822223,-1.12111568543264,"GNL3","G protein nucleolar 3"
"202633_at",0.875094703242073,10.0193287309787,3.62650956031447,0.000714678779579245,0.00302452519303239,-1.12396642548859,"TOPBP1","DNA topoisomerase II binding protein 1"
"202071_at",-2.02117005759955,9.80272401053191,-3.62628313254504,0.000715165501042017,0.0030258969278593,-1.12461227919358,"SDC4","syndecan 4"
"222872_x_at",1.39649438266742,6.86669274948936,3.62615821424928,0.000715434157242552,0.0030258969278593,-1.12496858172309,"NABP1","nucleic acid binding protein 1"
"228035_at",1.25209264391176,4.98677292265957,3.62621320502825,0.000715315879105403,0.0030258969278593,-1.12481173320657,"STK33","serine/threonine kinase 33"
"201780_s_at",0.649220982828055,11.6339539908511,3.62571054425047,0.000716397736356877,0.00302936367021138,-1.12624540831323,"RNF13","ring finger protein 13"
"204794_at",-1.18186429824887,3.78315021074468,-3.62536597469999,0.00071714024639738,0.00303189439378687,-1.12722811662919,"DUSP2","dual specificity phosphatase 2"
"203920_at",1.21644876259955,6.01761285431915,3.62516472098494,0.000717574267731277,0.00303312014773963,-1.12780206600927,"NR1H3","nuclear receptor subfamily 1 group H member 3"
"213465_s_at",-0.826381355072401,10.5052097505319,-3.62482284086751,0.000718312139809764,0.00303562950070177,-1.12877702324229,"PPP1R7","protein phosphatase 1 regulatory subunit 7"
"224786_at",-0.890138436083717,12.1607885167447,-3.62406918801787,0.000719941302665515,0.00304190373767746,-1.13092607473962,"SCOC","short coiled-coil protein"
"225126_at",1.05744437493891,5.88967980797872,3.62334450226605,0.000721511189300366,0.00304731351018714,-1.13299229336464,"MRRF","mitochondrial ribosome recycling factor"
"236028_at",3.48653360887556,5.28452526612766,3.62337493000767,0.000721445207710631,0.00304731351018714,-1.13290554260538,"IBSP","integrin binding sialoprotein"
"210145_at",1.98634211026697,7.74043857870213,3.62218966371262,0.000724019702353728,0.0030572237043006,-1.13628448861636,"PLA2G4A","phospholipase A2 group IVA"
"229372_at",-1.76085991876244,2.7022110243617,-3.62213065937192,0.000724148094519848,0.0030572237043006,-1.1364526816716,"GOLT1A","golgi transport 1A"
"203612_at",0.916645467676468,7.46573687393617,3.61989129099567,0.00072903708305245,0.00307724696175137,-1.1428349262867,"BYSL","bystin like"
"223610_at",1.64105390686878,8.07111159474468,3.61981806742405,0.000729197477937909,0.00307730691872353,-1.14304357807284,"SEMA5B","semaphorin 5B"
"1556425_a_at",-1.68049289019005,3.06288143151064,-3.61805793336477,0.000733063217799852,0.00309300074858426,-1.14805840657675,NA,NA
"219315_s_at",1.66021260108145,7.12572619251064,3.61786445412088,0.000733489348382076,0.00309417851371597,-1.14860956930228,"TMEM204","transmembrane protein 204"
"232695_at",-0.936534605606335,3.33392345912766,-3.61702547924335,0.000735339907834317,0.00310136346622167,-1.15099936132017,"KIF6","kinesin family member 6"
"211241_at",1.12790906549095,3.26751088512766,3.61661721062575,0.000736242060281657,0.00310454634794248,-1.15216218988061,"ANXA2P3","annexin A2 pseudogene 3"
"200918_s_at",0.896801110601807,9.6828035042766,3.61560031334363,0.000738493717276523,0.00311341733400176,-1.15505819539472,"SRPRA","SRP receptor subunit alpha"
"218332_at",-1.1301514117896,13.2150890687872,-3.61438895423784,0.000741184577537427,0.00312413603467418,-1.15850741673461,"BEX1","brain expressed X-linked 1"
"224781_s_at",0.477966227488688,11.3020265297872,3.61350342890649,0.000743157589912785,0.00313182527881164,-1.16102845436932,"RBM17","RNA binding motif protein 17"
"230634_x_at",1.32337135053167,5.38611758895745,3.61309044401397,0.000744079470010965,0.00313508263485405,-1.16220408054687,"SCAMP4","secretory carrier membrane protein 4"
"230634_x_at",1.32337135053167,5.38611758895745,3.61309044401397,0.000744079470010965,0.00313508263485405,-1.16220408054687,"ADAT3","adenosine deaminase tRNA specific 3"
"224832_at",1.06126055441403,8.91172192568085,3.61231364614701,0.000745816438251071,0.00314177226839805,-1.16441515545302,"DUSP16","dual specificity phosphatase 16"
"202535_at",1.09107686086425,8.40478066810638,3.61199004617465,0.000746541174287513,0.00314356705716186,-1.16533617155426,"FADD","Fas associated via death domain"
"225525_at",-1.18084323646607,8.95031765610638,-3.61199549438849,0.000746528966855863,0.00314356705716186,-1.16532066546487,"KIAA1671","KIAA1671"
"215104_at",-1.4450476329819,3.78096557808511,-3.61180455747699,0.000746956900026196,0.00314468854911029,-1.16586408074438,"NRIP2","nuclear receptor interacting protein 2"
"209725_at",1.36695431851584,7.16984498814894,3.61146459441887,0.000747719416976615,0.00314726929161323,-1.16683159188124,"UTP20","UTP20 small subunit processome component"
"202951_at",1.02003440817873,9.58946128306383,3.61093681975002,0.000748904662906642,0.0031516279796451,-1.16833350164366,"STK38","serine/threonine kinase 38"
"201578_at",1.04532653737782,11.6508113841064,3.61070407882986,0.000749427911127024,0.00315288682860874,-1.1689957832126,"PODXL","podocalyxin like"
"226360_at",-0.96413498830317,9.83647015929787,-3.61067053280162,0.000749503358211787,0.00315288682860874,-1.16909123897342,"ZNRF3","zinc and ring finger 3"
"201845_s_at",-0.819018718857469,11.2202991043617,-3.61054833522977,0.000749778249657314,0.00315341301803925,-1.16943894996018,"RYBP","RING1 and YY1 binding protein"
"231573_at",-0.241321300527149,2.49536070891489,-3.61033297620309,0.000750262949186134,0.00315482123059691,-1.17005173428867,"FATE1","fetal and adult testis expressed 1"
"224783_at",1.03416169914027,9.734565012,3.60831771830507,0.000754813185995479,0.0031733208638316,-1.17578498210017,"UBALD2","UBA like domain containing 2"
"201931_at",0.527482078167418,11.3144225914894,3.60824691652549,0.000754973528896442,0.00317336117876799,-1.17598637518677,"ETFA","electron transfer flavoprotein subunit alpha"
"221935_s_at",1.3351634030543,7.78760495408511,3.6068941997926,0.000758043268713207,0.00318562803082711,-1.17983370708419,"EOGT","EGF domain specific O-linked N-acetylglucosamine transferase"
"1553765_a_at",-2.20770623550226,6.40192202412766,-3.60671779937896,0.000758444457478502,0.00318667781036376,-1.18033535758189,"KLHL32","kelch like family member 32"
"210213_s_at",0.670705857101805,9.53890342278723,3.60629019347088,0.000759417809568299,0.00319013069076286,-1.18155133395357,"EIF6","eukaryotic translation initiation factor 6"
"202342_s_at",-1.08848374082353,11.6101807100426,-3.60603645126441,0.000759995964601706,0.0031918743146957,-1.18227285889733,"TRIM2","tripartite motif containing 2"
"212041_at",-0.673340401923078,11.7181753748936,-3.60597495457125,0.000760136149148197,0.0031918743146957,-1.18244772267228,"ATP6V0D1","ATPase H+ transporting V0 subunit d1"
"220443_s_at",1.16953695038235,4.92717095265957,3.60558491185421,0.000761025846783541,0.00319497289086429,-1.18355675739666,"VAX2","ventral anterior homeobox 2"
"212372_at",-0.906304999303169,11.9644827584255,-3.60463867710284,0.000763188382797301,0.00320315404194072,-1.18624697320566,"MYH10","myosin heavy chain 10"
"222533_at",-0.684321465678735,11.6260403351064,-3.60459913018448,0.000763278891894283,0.00320315404194072,-1.18635939948944,"CRBN","cereblon"
"201828_x_at",-0.576721793438923,12.3583699651064,-3.60356221640716,0.000765655700324076,0.00321184784611834,-1.18930695357565,"RTL8C","retrotransposon Gag like 8C"
"225419_at",0.659582924694565,10.288435959383,3.60356877913733,0.000765640634985394,0.00321184784611834,-1.18928829969676,"MPLKIP","M-phase specific PLK1 interacting protein"
"1558292_s_at",1.29743558586425,8.71814495789362,3.60321176158898,0.000766460613767675,0.00321458376565243,-1.19030305754432,"PIGW","phosphatidylinositol glycan anchor biosynthesis class W"
"201764_at",1.10658832415611,9.03853081704255,3.602506838805,0.000768082114917135,0.00322074273286966,-1.19230650885855,"TMEM106C","transmembrane protein 106C"
"201231_s_at",0.624022799162896,13.2949142106383,3.60093139413294,0.000771717930317647,0.00323534404166231,-1.19678326968601,"ENO1","enolase 1"
"221918_at",-0.584227371787332,11.6384408170213,-3.60024140476873,0.000773315478224944,0.00324139602083534,-1.19874359016551,"CDK17","cyclin dependent kinase 17"
"227696_at",-0.644891899319004,10.6610876050426,-3.60004061783555,0.000773780959751337,0.00324270141404851,-1.19931400420508,"EXOSC6","exosome component 6"
"230286_at",-2.04032005387557,6.46754439065957,-3.59837362585596,0.000777655906109766,0.00325829156520911,-1.2040490643587,"SLC6A11","solute carrier family 6 member 11"
"202939_at",0.637789571203617,10.8881812851915,3.59692779659646,0.000781031809068367,0.00327084430583205,-1.20815492603448,"ZMPSTE24","zinc metallopeptidase STE24"
"215947_s_at",0.575413644490949,9.60110478353191,3.59682455592575,0.000781273404737461,0.00327084430583205,-1.20844807339659,"OAZ1","ornithine decarboxylase antizyme 1"
"215947_s_at",0.575413644490949,9.60110478353191,3.59682455592575,0.000781273404737461,0.00327084430583205,-1.20844807339659,"FAM136A","family with sequence similarity 136 member A"
"222033_s_at",-1.17766122123982,8.075393573,-3.59696345775895,0.00078094837426687,0.00327084430583205,-1.2080536666355,"FLT1","fms related receptor tyrosine kinase 1"
"232070_at",0.679136938619909,4.66706125095745,3.59687406995587,0.000781157526976915,0.00327084430583205,-1.20830748106247,"LOC100506639","uncharacterized LOC100506639"
"206540_at",1.26266332229864,4.47759307761702,3.59655083778276,0.00078191428499962,0.00327287645640127,-1.20922526136311,"GLB1L","galactosidase beta 1 like"
"229560_at",1.94056259527828,3.82770021282979,3.59514225443495,0.000785220299075942,0.00328606109255439,-1.21322423348692,"TLR8","toll like receptor 8"
"226291_at",-1.02005338354073,9.31059708661702,-3.59504549795798,0.000785447882207358,0.00328636015115581,-1.21349889332331,"ALS2","alsin Rho guanine nucleotide exchange factor ALS2"
"213832_at",-1.72003666040498,9.34605923040426,-3.59495689248098,0.000785656348624623,0.00328657912133313,-1.21375041153191,"KCND3","potassium voltage-gated channel subfamily D member 3"
